id,name,height,weight,base_experience,types,abilities,moves
925,maushold-family-of-four,3,23,165,normal,"cheek-pouch, friend-guard, technician","aerial-ace, agility, baby-doll-eyes, beat-up, bullet-seed, charm, chilling-water, copycat, crunch, dig, double-edge, double-hit, echoed-voice, encore, endure, facade, fake-tears, follow-me, giga-impact, grass-knot, helping-hand, hyper-beam, hyper-voice, low-kick, low-sweep, mud-shot, mud-slap, play-rough, population-bomb, pound, protect, rain-dance, rest, seed-bomb, shadow-claw, sleep-talk, substitute, sunny-day, super-fang, swift, take-down, taunt, tera-blast, thief, thunder-wave, tidy-up, trailblaze, u-turn, water-pulse"
926,fidough,3,109,62,fairy,"klutz, own-tempo","agility, alluring-voice, baby-doll-eyes, baton-pass, bite, body-slam, charm, copycat, covet, crunch, dazzling-gleam, dig, double-edge, endeavor, endure, facade, fire-fang, growl, helping-hand, howl, ice-fang, last-resort, lick, misty-terrain, mud-shot, mud-slap, play-rough, protect, psych-up, psychic-fangs, rain-dance, rest, roar, sleep-talk, snarl, stomping-tantrum, substitute, sunny-day, sweet-scent, tackle, tail-whip, take-down, tera-blast, thunder-fang, trailblaze, wish, work-up, yawn"
927,dachsbun,5,149,167,fairy,"aroma-veil, well-baked-body","agility, alluring-voice, baby-doll-eyes, baton-pass, bite, body-press, body-slam, charm, covet, crunch, dazzling-gleam, dig, double-edge, draining-kiss, endeavor, endure, facade, fire-fang, giga-impact, growl, helping-hand, hyper-beam, ice-fang, last-resort, lick, misty-terrain, mud-shot, mud-slap, play-rough, protect, psych-up, psychic-fangs, rain-dance, rest, roar, scary-face, sleep-talk, snarl, stomping-tantrum, substitute, sunny-day, tackle, tail-whip, take-down, tera-blast, thunder-fang, trailblaze, work-up"
928,smoliv,3,65,52,"grass, normal","early-bird, harvest","absorb, bullet-seed, charm, earth-power, endure, energy-ball, facade, flail, giga-drain, grass-knot, grassy-terrain, growth, helping-hand, leaf-storm, leech-seed, magical-leaf, mega-drain, memento, protect, razor-leaf, rest, seed-bomb, sleep-talk, solar-beam, solar-blade, strength-sap, substitute, sunny-day, sweet-scent, swift, synthesis, tackle, tera-blast, terrain-pulse, trailblaze, weather-ball"
929,dolliv,6,119,124,"grass, normal","early-bird, harvest","absorb, bullet-seed, charm, earth-power, endure, energy-ball, facade, flail, giga-drain, grass-knot, grassy-terrain, growth, helping-hand, leaf-storm, leech-seed, magical-leaf, mega-drain, protect, razor-leaf, rest, seed-bomb, sleep-talk, solar-beam, solar-blade, substitute, sunny-day, sweet-scent, swift, tackle, tera-blast, terrain-pulse, trailblaze, weather-ball"
930,arboliva,14,482,255,"grass, normal","harvest, seed-sower","absorb, alluring-voice, bullet-seed, charm, dazzling-gleam, earth-power, encore, endure, energy-ball, facade, flail, fling, giga-drain, giga-impact, grass-knot, grassy-terrain, growth, helping-hand, hyper-beam, hyper-voice, leaf-storm, leech-seed, light-screen, magical-leaf, mega-drain, metronome, mirror-coat, petal-blizzard, petal-dance, pollen-puff, protect, psych-up, razor-leaf, reflect, rest, safeguard, seed-bomb, sleep-talk, solar-beam, solar-blade, substitute, sunny-day, sweet-scent, swift, tackle, tera-blast, terrain-pulse, trailblaze, weather-ball"
931,squawkabilly-green-plumage,6,24,146,"flying, normal","guts, hustle, intimidate","aerial-ace, air-cutter, air-slash, brave-bird, copycat, double-edge, dual-wingbeat, endeavor, endure, facade, fake-tears, feather-dance, final-gambit, flatter, fly, foul-play, fury-attack, giga-impact, growl, heat-wave, helping-hand, hurricane, hyper-beam, hyper-voice, lash-out, mimic, parting-shot, peck, pounce, protect, quick-attack, rest, reversal, roost, scary-face, sleep-talk, substitute, sunny-day, swagger, tailwind, take-down, taunt, tera-blast, thief, torment, u-turn, uproar"
932,nacli,4,160,56,rock,"clear-body, purifying-salt, sturdy","ancient-power, body-slam, bulldoze, curse, dig, earth-power, earthquake, endure, facade, fissure, flash-cannon, harden, headbutt, heavy-slam, helping-hand, iron-defense, iron-head, meteor-beam, mud-shot, power-gem, protect, rain-dance, recover, rest, rock-polish, rock-slide, rock-throw, sandstorm, sleep-talk, smack-down, stealth-rock, stomping-tantrum, stone-edge, substitute, sunny-day, tackle, take-down, tera-blast, zen-headbutt"
933,naclstack,6,1050,124,rock,"clear-body, purifying-salt, sturdy","body-press, body-slam, bulldoze, curse, dig, double-edge, earth-power, earthquake, endure, facade, flash-cannon, giga-impact, harden, headbutt, heavy-slam, helping-hand, hyper-beam, iron-defense, iron-head, meteor-beam, mud-shot, power-gem, protect, rain-dance, recover, rest, rock-polish, rock-slide, rock-throw, salt-cure, sandstorm, sleep-talk, smack-down, stealth-rock, stomping-tantrum, stone-edge, substitute, sunny-day, tackle, take-down, tera-blast, zen-headbutt"
934,garganacl,23,2400,250,rock,"clear-body, purifying-salt, sturdy","avalanche, block, body-press, body-slam, brick-break, bulldoze, curse, dig, double-edge, earth-power, earthquake, endure, explosion, facade, fire-punch, flash-cannon, fling, focus-punch, giga-impact, gravity, hammer-arm, hard-press, harden, headbutt, heavy-slam, helping-hand, hyper-beam, ice-punch, iron-defense, iron-head, meteor-beam, mud-shot, power-gem, protect, rain-dance, recover, rest, rock-blast, rock-polish, rock-slide, rock-throw, rock-tomb, salt-cure, sandstorm, sleep-talk, smack-down, stealth-rock, stomping-tantrum, stone-edge, substitute, sunny-day, tackle, take-down, tera-blast, thunder-punch, wide-guard, zen-headbutt"
935,charcadet,6,105,51,fire,"flame-body, flash-fire","astonish, clear-smog, confuse-ray, destiny-bond, disable, ember, endure, facade, fire-blast, fire-spin, flame-charge, flamethrower, flare-blitz, heat-wave, helping-hand, incinerate, lava-plume, leer, night-shade, overheat, protect, sleep-talk, spite, substitute, sunny-day, take-down, tera-blast, will-o-wisp"
936,armarouge,15,850,263,"fire, psychic","flash-fire, weak-armor","acid-spray, ally-switch, armor-cannon, astonish, aura-sphere, calm-mind, clear-smog, confuse-ray, dark-pulse, dragon-pulse, ember, endure, energy-ball, expanding-force, facade, fire-blast, fire-spin, flame-charge, flamethrower, flare-blitz, flash-cannon, fling, focus-blast, heat-wave, helping-hand, incinerate, iron-defense, lava-plume, leer, light-screen, meteor-beam, mystical-fire, night-shade, overheat, protect, psybeam, psych-up, psychic, psychic-terrain, psyshock, reflect, rest, scorching-sands, shadow-ball, sleep-talk, solar-beam, spite, stored-power, substitute, sunny-day, take-down, taunt, tera-blast, trick, trick-room, weather-ball, wide-guard, will-o-wisp"
937,ceruledge,16,620,263,"fire, ghost","flash-fire, weak-armor","ally-switch, astonish, bitter-blade, brick-break, bulk-up, clear-smog, close-combat, confuse-ray, curse, dragon-claw, ember, endure, facade, false-swipe, fire-blast, fire-spin, flame-charge, flamethrower, flare-blitz, fling, heat-wave, helping-hand, hex, incinerate, iron-defense, iron-head, lava-plume, leer, light-screen, night-shade, night-slash, overheat, phantom-force, poison-jab, poltergeist, protect, psych-up, psycho-cut, quick-guard, reflect, rest, shadow-ball, shadow-claw, shadow-sneak, sleep-talk, solar-blade, spite, stored-power, substitute, sunny-day, swords-dance, take-down, taunt, tera-blast, throat-chop, vacuum-wave, will-o-wisp, x-scissor"
938,tadbulb,3,4,54,electric,"damp, own-tempo, static","acid-spray, charge, charge-beam, chilling-water, confuse-ray, discharge, eerie-impulse, electric-terrain, electro-ball, electroweb, endure, flail, hyper-voice, light-screen, mud-shot, mud-slap, muddy-water, parabolic-charge, protect, rain-dance, reflect, rest, sleep-talk, soak, spark, substitute, sucker-punch, swift, tackle, tera-blast, thunder, thunder-shock, thunder-wave, thunderbolt, volt-switch, water-gun, water-pulse, weather-ball, wild-charge, zap-cannon"
939,bellibolt,12,1130,173,electric,"damp, electromorphosis, static","acid-spray, charge, charge-beam, chilling-water, confuse-ray, discharge, eerie-impulse, electric-terrain, electro-ball, electroweb, endure, flail, giga-impact, hyper-beam, hyper-voice, light-screen, mud-shot, mud-slap, muddy-water, protect, rain-dance, reflect, rest, slack-off, sleep-talk, spark, substitute, sucker-punch, supercell-slam, swift, tackle, tera-blast, thunder, thunder-shock, thunder-wave, thunderbolt, toxic, volt-switch, water-gun, water-pulse, weather-ball, wild-charge, zap-cannon"
940,wattrel,4,36,56,"electric, flying","competitive, volt-absorb, wind-power","acrobatics, aerial-ace, agility, air-cutter, air-slash, brave-bird, charge, charge-beam, discharge, dual-wingbeat, eerie-impulse, electric-terrain, electro-ball, electroweb, endeavor, endure, facade, feather-dance, fly, growl, hurricane, peck, pluck, protect, quick-attack, rest, roost, sleep-talk, spark, spit-up, stockpile, substitute, swallow, swift, tailwind, take-down, tera-blast, thunder, thunder-shock, thunder-wave, thunderbolt, u-turn, uproar, volt-switch, weather-ball, wild-charge"
941,kilowattrel,14,386,172,"electric, flying","competitive, volt-absorb, wind-power","acrobatics, aerial-ace, agility, air-cutter, air-slash, brave-bird, charge, charge-beam, discharge, dual-wingbeat, eerie-impulse, electric-terrain, electro-ball, electroweb, endeavor, endure, facade, feather-dance, fly, giga-impact, growl, hurricane, hyper-beam, peck, pluck, protect, quick-attack, rest, roost, scary-face, sleep-talk, spark, substitute, supercell-slam, swift, tailwind, take-down, tera-blast, thunder, thunder-shock, thunder-wave, thunderbolt, u-turn, uproar, volt-switch, weather-ball, wild-charge"
942,maschiff,5,160,68,dark,"intimidate, run-away, stakeout","bite, body-slam, charm, crunch, dark-pulse, destiny-bond, dig, double-edge, endeavor, endure, facade, fake-tears, fire-fang, headbutt, helping-hand, hone-claws, ice-fang, jaw-lock, lash-out, leer, lick, payback, play-rough, protect, psychic-fangs, rain-dance, rest, retaliate, reversal, roar, scary-face, sleep-talk, snarl, substitute, sunny-day, swagger, tackle, take-down, taunt, tera-blast, thief, thunder-fang, trailblaze"
943,mabosstiff,11,610,177,dark,"guard-dog, intimidate, stakeout","bite, body-slam, charm, comeuppance, crunch, curse, dark-pulse, dig, double-edge, endeavor, endure, facade, fake-tears, fire-fang, giga-impact, headbutt, helping-hand, hone-claws, hyper-beam, hyper-voice, ice-fang, jaw-lock, lash-out, leer, lick, outrage, pain-split, payback, play-rough, protect, psychic-fangs, rain-dance, rest, reversal, roar, scary-face, sleep-talk, snarl, spite, substitute, sunny-day, swagger, tackle, take-down, taunt, tera-blast, thief, thunder-fang, trailblaze, wild-charge"
944,shroodle,2,7,58,"normal, poison","pickpocket, prankster, unburden","acid-spray, acrobatics, baton-pass, bite, copycat, cross-poison, dig, double-edge, encore, endeavor, endure, facade, flatter, fling, foul-play, fury-swipes, gunk-shot, helping-hand, knock-off, leer, metronome, mud-shot, mud-slap, nasty-plot, parting-shot, poison-fang, poison-jab, pounce, protect, psych-up, rain-dance, rest, scratch, skitter-smack, slash, sleep-talk, sludge-bomb, sludge-wave, substitute, sunny-day, super-fang, swagger, switcheroo, swords-dance, take-down, taunt, tera-blast, thief, throat-chop, toxic, trailblaze, u-turn, venoshock"
945,grafaiai,7,272,170,"normal, poison","poison-touch, prankster, unburden","acid-spray, acrobatics, baton-pass, dig, doodle, double-edge, encore, endeavor, endure, facade, flatter, fling, foul-play, fury-swipes, giga-impact, gunk-shot, helping-hand, knock-off, leer, low-kick, low-sweep, metronome, mud-shot, mud-slap, nasty-plot, poison-fang, poison-jab, poison-tail, pounce, protect, psych-up, rain-dance, rest, scary-face, scratch, shadow-claw, skitter-smack, slash, sleep-talk, sludge-bomb, sludge-wave, substitute, sunny-day, super-fang, switcheroo, swords-dance, take-down, taunt, tera-blast, thief, throat-chop, toxic, trailblaze, u-turn, venoshock, x-scissor"
946,bramblin,6,6,55,"ghost, grass","infiltrator, wind-rider","absorb, astonish, beat-up, block, bullet-seed, confuse-ray, curse, defense-curl, disable, endure, energy-ball, facade, giga-drain, grass-knot, grassy-glide, grassy-terrain, hex, infestation, leaf-storm, leech-seed, mega-drain, night-shade, pain-split, phantom-force, poltergeist, pounce, power-whip, protect, rapid-spin, rest, rollout, scary-face, seed-bomb, shadow-ball, shadow-sneak, sleep-talk, solar-beam, spikes, spite, strength-sap, substitute, tera-blast, thief, trailblaze"
947,brambleghast,12,60,168,"ghost, grass","infiltrator, wind-rider","absorb, astonish, beat-up, block, bullet-seed, confuse-ray, curse, defense-curl, disable, endure, energy-ball, facade, giga-drain, giga-impact, grass-knot, grassy-glide, grassy-terrain, hex, hyper-beam, infestation, leaf-storm, leech-seed, mega-drain, night-shade, pain-split, phantom-force, poltergeist, pounce, power-whip, protect, rapid-spin, rest, rollout, scary-face, seed-bomb, shadow-ball, shadow-sneak, skitter-smack, sleep-talk, solar-beam, spikes, spite, strength-sap, substitute, tera-blast, thief, trailblaze"
948,toedscool,9,330,67,"grass, ground",mycelium-might,"absorb, acid-spray, acupressure, bullet-seed, confuse-ray, dazzling-gleam, earth-power, endure, energy-ball, flash-cannon, foul-play, giga-drain, grass-knot, grassy-glide, grassy-terrain, growth, hex, knock-off, leaf-storm, leech-seed, light-screen, lunge, magical-leaf, mega-drain, mirror-coat, mud-shot, mud-slap, pain-split, poison-powder, power-whip, protect, rage-powder, rain-dance, rapid-spin, reflect, rest, scary-face, screech, seed-bomb, sleep-talk, sludge-bomb, solar-beam, spikes, spore, stun-spore, substitute, supersonic, swift, tackle, taunt, tera-blast, tickle, toxic, toxic-spikes, trailblaze, trick-room, venoshock, wrap"
949,toedscruel,19,580,180,"grass, ground",mycelium-might,"absorb, acid-spray, bullet-seed, confuse-ray, dazzling-gleam, earth-power, endure, energy-ball, flash-cannon, foul-play, giga-drain, giga-impact, grass-knot, grassy-glide, grassy-terrain, growth, hex, hyper-beam, knock-off, leaf-storm, light-screen, lunge, magical-leaf, mega-drain, mud-shot, mud-slap, pain-split, poison-powder, power-whip, protect, rain-dance, reflect, reflect-type, rest, scary-face, screech, seed-bomb, skitter-smack, sleep-talk, sludge-bomb, solar-beam, spikes, spore, stun-spore, substitute, supersonic, swift, tackle, taunt, tera-blast, toxic, toxic-spikes, trailblaze, trick-room, venoshock, wrap"
950,klawf,13,790,158,rock,"anger-shell, regenerator, shell-armor","ancient-power, body-slam, brick-break, bulldoze, crabhammer, dig, earth-power, endeavor, endure, facade, flail, fling, giga-impact, guillotine, harden, helping-hand, high-horsepower, hyper-beam, iron-defense, knock-off, metal-claw, meteor-beam, mud-shot, mud-slap, power-gem, protect, rain-dance, rest, reversal, rock-blast, rock-slide, rock-smash, rock-throw, rock-tomb, sandstorm, scary-face, shadow-claw, skitter-smack, sleep-talk, smack-down, stealth-rock, stomping-tantrum, stone-edge, substitute, sunny-day, swords-dance, take-down, temper-flare, tera-blast, thief, throat-chop, trailblaze, x-scissor"
951,capsakid,3,30,61,grass,"chlorophyll, insomnia, klutz","bite, bullet-seed, crunch, endeavor, endure, energy-ball, facade, giga-drain, grass-knot, grassy-glide, grassy-terrain, growth, headbutt, helping-hand, ingrain, leaf-storm, leafage, leech-seed, leer, magical-leaf, protect, rage-powder, razor-leaf, rest, rollout, sandstorm, seed-bomb, sleep-talk, solar-beam, stomping-tantrum, substitute, sunny-day, super-fang, take-down, tera-blast, thief, trailblaze, worry-seed, zen-headbutt"
952,scovillain,9,150,170,"fire, grass","chlorophyll, insomnia, moody","bite, bullet-seed, burning-jealousy, crunch, endeavor, endure, energy-ball, facade, fire-blast, fire-fang, flamethrower, giga-drain, giga-impact, grass-knot, grassy-glide, grassy-terrain, growth, headbutt, helping-hand, hyper-beam, lash-out, leaf-storm, leafage, leer, magical-leaf, overheat, protect, razor-leaf, rest, sandstorm, scary-face, seed-bomb, sleep-talk, solar-beam, spicy-extract, stomping-tantrum, substitute, sunny-day, super-fang, take-down, temper-flare, tera-blast, thief, trailblaze, will-o-wisp, worry-seed, zen-headbutt"
